Samplingpoint,Pollutant,Start,End,Value,Unit,AggType,Validity,Verification,ResultTime,DataCapture,FkObservationLog
ES/SP_13034002_30_I,20,2014-04-23 09:00:00,2014-04-29 09:00:00,0.6306,ug.m-3,var,1,1,2016-12-16 13:54:00,,1cf66352-536e-4dda-8aa9-9885421ae1b7
ES/SP_13034002_30_I,20,2014-04-30 09:00:00,2014-05-06 09:00:00,0.0,ug.m-3,var,1,1,2016-12-16 13:54:00,,1cf66352-536e-4dda-8aa9-9885421ae1b7
ES/SP_13034002_30_I,20,2014-05-12 09:00:00,2014-05-18 09:00:00,0.0,ug.m-3,var,1,1,2016-12-16 13:54:00,,1cf66352-536e-4dda-8aa9-9885421ae1b7
ES/SP_13034002_30_I,20,2014-05-22 09:00:00,2014-05-28 09:00:00,0.0,ug.m-3,var,1,1,2016-12-16 13:54:00,,1cf66352-536e-4dda-8aa9-9885421ae1b7
ES/SP_13034002_30_I,20,2014-05-29 09:00:00,2014-06-04 09:00:00,0.2416,ug.m-3,var,1,1,2016-12-16 13:54:00,,1cf66352-536e-4dda-8aa9-9885421ae1b7
ES/SP_13034002_30_I,20,2014-06-12 09:00:00,2014-06-18 09:00:00,0.0,ug.m-3,var,1,1,2016-12-16 13:54:00,,1cf66352-536e-4dda-8aa9-9885421ae1b7
ES/SP_13034002_30_I,20,2014-06-23 09:00:00,2014-06-29 09:00:00,0.0,ug.m-3,var,1,1,2016-12-16 13:54:00,,1cf66352-536e-4dda-8aa9-9885421ae1b7
ES/SP_13034002_30_I,20,2014-07-02 09:00:00,2014-07-08 09:00:00,0.0,ug.m-3,var,1,1,2016-12-16 13:54:00,,1cf66352-536e-4dda-8aa9-9885421ae1b7
ES/SP_13034002_30_I,20,2014-07-09 09:00:00,2014-07-15 09:00:00,0.24350000000000002,ug.m-3,var,1,1,2016-12-16 13:54:00,,1cf66352-536e-4dda-8aa9-9885421ae1b7
ES/SP_13034002_30_I,20,2014-08-29 09:00:00,2014-09-04 09:00:00,0.4701,ug.m-3,var,1,1,2016-12-16 13:54:00,,1cf66352-536e-4dda-8aa9-9885421ae1b7
ES/SP_13034002_30_I,20,2014-09-11 09:00:00,2014-09-17 09:00:00,0.3874,ug.m-3,var,1,1,2016-12-16 13:54:00,,1cf66352-536e-4dda-8aa9-9885421ae1b7
ES/SP_13034002_30_I,20,2014-09-19 09:00:00,2014-09-25 09:00:00,0.4559,ug.m-3,var,1,1,2016-12-16 13:54:00,,1cf66352-536e-4dda-8aa9-9885421ae1b7
ES/SP_13034002_30_I,20,2014-09-29 09:00:00,2014-10-05 09:00:00,0.1507,ug.m-3,var,1,1,2016-12-16 13:54:00,,1cf66352-536e-4dda-8aa9-9885421ae1b7
ES/SP_13034002_30_I,20,2014-10-07 09:00:00,2014-10-13 09:00:00,0.5621,ug.m-3,var,1,1,2016-12-16 13:54:00,,1cf66352-536e-4dda-8aa9-9885421ae1b7
ES/SP_13034002_30_I,20,2014-10-14 09:00:00,2014-10-20 09:00:00,0.6518,ug.m-3,var,1,1,2016-12-16 13:54:00,,1cf66352-536e-4dda-8aa9-9885421ae1b7
ES/SP_13034002_30_I,20,2014-10-23 09:00:00,2014-10-29 09:00:00,1.463,ug.m-3,var,1,1,2016-12-16 13:54:00,,1cf66352-536e-4dda-8aa9-9885421ae1b7
ES/SP_13034002_30_I,20,2014-11-05 09:00:00,2014-11-11 09:00:00,1.0978,ug.m-3,var,1,1,2016-12-16 13:54:00,,1cf66352-536e-4dda-8aa9-9885421ae1b7
ES/SP_13034002_30_I,20,2015-03-11 09:00:00,2015-03-19 09:00:00,1.12124,ug.m-3,var,1,1,2016-11-22 11:07:00,,add4ac0a-9c60-45ed-a9b0-9adfe36dd985
ES/SP_13034002_30_I,20,2015-04-28 09:00:00,2015-05-08 09:00:00,0.28131,ug.m-3,var,1,1,2016-11-22 11:07:00,,add4ac0a-9c60-45ed-a9b0-9adfe36dd985
ES/SP_13034002_30_I,20,2015-05-08 09:00:00,2015-05-15 09:00:00,0.36053,ug.m-3,var,1,1,2016-11-22 11:07:00,,add4ac0a-9c60-45ed-a9b0-9adfe36dd985
ES/SP_13034002_30_I,20,2015-05-15 09:00:00,2015-05-22 09:00:00,0.22232000000000002,ug.m-3,var,1,1,2016-11-22 11:07:00,,add4ac0a-9c60-45ed-a9b0-9adfe36dd985
ES/SP_13034002_30_I,20,2015-05-22 09:00:00,2015-05-29 09:00:00,0.22408000000000003,ug.m-3,var,1,1,2016-11-22 11:07:00,,add4ac0a-9c60-45ed-a9b0-9adfe36dd985
ES/SP_13034002_30_I,20,2015-06-05 09:00:00,2015-06-12 09:00:00,0.19532000000000002,ug.m-3,var,1,1,2016-11-22 11:07:00,,add4ac0a-9c60-45ed-a9b0-9adfe36dd985
ES/SP_13034002_30_I,20,2015-06-12 09:00:00,2015-06-19 09:00:00,0.18643,ug.m-3,var,1,1,2016-11-22 11:07:00,,add4ac0a-9c60-45ed-a9b0-9adfe36dd985
ES/SP_13034002_30_I,20,2015-06-19 09:00:00,2015-06-26 09:00:00,0.16674,ug.m-3,var,1,1,2016-11-22 11:07:00,,add4ac0a-9c60-45ed-a9b0-9adfe36dd985
ES/SP_13034002_30_I,20,2015-06-26 09:00:00,2015-07-03 09:00:00,0.23024000000000003,ug.m-3,var,1,1,2016-11-22 11:07:00,,add4ac0a-9c60-45ed-a9b0-9adfe36dd985
ES/SP_13034002_30_I,20,2015-07-03 09:00:00,2015-07-10 09:00:00,0.25201,ug.m-3,var,1,1,2016-11-22 11:07:00,,add4ac0a-9c60-45ed-a9b0-9adfe36dd985
ES/SP_13034002_30_I,20,2015-07-10 09:00:00,2015-07-17 09:00:00,0.38549000000000005,ug.m-3,var,1,1,2016-11-22 11:07:00,,add4ac0a-9c60-45ed-a9b0-9adfe36dd985
ES/SP_13034002_30_I,20,2015-09-14 09:00:00,2015-09-22 09:00:00,0.35755000000000003,ug.m-3,var,1,1,2016-11-22 11:07:00,,add4ac0a-9c60-45ed-a9b0-9adfe36dd985
ES/SP_13034002_30_I,20,2015-09-22 09:00:00,2015-09-28 09:00:00,0.40459,ug.m-3,var,1,1,2016-11-22 11:07:00,,add4ac0a-9c60-45ed-a9b0-9adfe36dd985
ES/SP_13034002_30_I,20,2015-09-28 09:00:00,2015-10-08 09:00:00,0.51149,ug.m-3,var,1,1,2016-11-22 11:07:00,,add4ac0a-9c60-45ed-a9b0-9adfe36dd985
ES/SP_13034002_30_I,20,2015-10-08 09:00:00,2015-10-15 09:00:00,0.6469900000000001,ug.m-3,var,1,1,2016-11-22 11:07:00,,add4ac0a-9c60-45ed-a9b0-9adfe36dd985
ES/SP_13034002_30_I,20,2015-10-15 09:00:00,2015-10-22 09:00:00,0.70923,ug.m-3,var,1,1,2016-11-22 11:07:00,,add4ac0a-9c60-45ed-a9b0-9adfe36dd985
ES/SP_13034002_30_I,20,2015-10-22 09:00:00,2015-11-02 09:00:00,0.37249000000000004,ug.m-3,var,1,1,2016-11-22 11:07:00,,add4ac0a-9c60-45ed-a9b0-9adfe36dd985
ES/SP_13034002_30_I,20,2015-11-02 09:00:00,2015-11-10 09:00:00,1.11776,ug.m-3,var,1,1,2016-11-22 11:07:00,,add4ac0a-9c60-45ed-a9b0-9adfe36dd985
ES/SP_13034002_30_I,20,2015-11-18 09:00:00,2015-11-25 09:00:00,1.40944,ug.m-3,var,1,1,2016-11-22 11:07:00,,add4ac0a-9c60-45ed-a9b0-9adfe36dd985
ES/SP_13034002_30_I,20,2015-11-25 09:00:00,2015-12-02 09:00:00,2.13335,ug.m-3,var,1,1,2016-11-22 11:07:00,,add4ac0a-9c60-45ed-a9b0-9adfe36dd985
ES/SP_13034002_30_I,20,2016-01-27 09:00:00,2016-02-02 09:00:00,1.7000000000000002,ug.m-3,var,1,1,2017-07-20 11:51:00,,ad08d1da-324b-4e96-b5fd-8b7224573f53
ES/SP_13034002_30_I,20,2016-02-02 09:00:00,2016-02-11 09:00:00,0.31,ug.m-3,var,1,1,2017-07-20 11:51:00,,ad08d1da-324b-4e96-b5fd-8b7224573f53
ES/SP_13034002_30_I,20,2016-02-11 09:00:00,2016-02-18 09:00:00,0.5800000000000001,ug.m-3,var,1,1,2017-07-20 11:51:00,,ad08d1da-324b-4e96-b5fd-8b7224573f53
ES/SP_13034002_30_I,20,2016-02-18 09:00:00,2016-02-26 09:00:00,1.1,ug.m-3,var,1,1,2017-07-20 11:51:00,,ad08d1da-324b-4e96-b5fd-8b7224573f53
ES/SP_13034002_30_I,20,2016-02-26 09:00:00,2016-03-04 09:00:00,0.8200000000000001,ug.m-3,var,1,1,2017-07-20 11:51:00,,ad08d1da-324b-4e96-b5fd-8b7224573f53
ES/SP_13034002_30_I,20,2016-03-04 09:00:00,2016-03-11 09:00:00,0.65,ug.m-3,var,1,1,2017-07-20 11:51:00,,ad08d1da-324b-4e96-b5fd-8b7224573f53
ES/SP_13034002_30_I,20,2016-03-11 09:00:00,2016-03-17 09:00:00,0.6000000000000001,ug.m-3,var,1,1,2017-07-20 11:51:00,,ad08d1da-324b-4e96-b5fd-8b7224573f53
ES/SP_13034002_30_I,20,2016-03-17 09:00:00,2016-03-21 09:00:00,0.75,ug.m-3,var,1,1,2017-07-20 11:51:00,,ad08d1da-324b-4e96-b5fd-8b7224573f53
ES/SP_13034002_30_I,20,2016-04-04 09:00:00,2016-04-13 09:00:00,0.5800000000000001,ug.m-3,var,1,1,2017-07-20 11:51:00,,ad08d1da-324b-4e96-b5fd-8b7224573f53
ES/SP_13034002_30_I,20,2016-04-13 09:00:00,2016-04-20 09:00:00,0.63,ug.m-3,var,1,1,2017-07-20 11:51:00,,ad08d1da-324b-4e96-b5fd-8b7224573f53
ES/SP_13034002_30_I,20,2016-04-20 09:00:00,2016-04-28 09:00:00,0.65,ug.m-3,var,1,1,2017-07-20 11:51:00,,ad08d1da-324b-4e96-b5fd-8b7224573f53
ES/SP_13034002_30_I,20,2016-04-28 09:00:00,2016-05-05 09:00:00,0.6900000000000001,ug.m-3,var,1,1,2017-07-20 11:51:00,,ad08d1da-324b-4e96-b5fd-8b7224573f53
ES/SP_13034002_30_I,20,2016-05-05 09:00:00,2016-05-13 09:00:00,0.27,ug.m-3,var,1,1,2017-07-20 11:51:00,,ad08d1da-324b-4e96-b5fd-8b7224573f53
ES/SP_13034002_30_I,20,2016-05-13 09:00:00,2016-05-23 09:00:00,0.48000000000000004,ug.m-3,var,1,1,2017-07-20 11:51:00,,ad08d1da-324b-4e96-b5fd-8b7224573f53
ES/SP_13034002_30_I,20,2016-05-23 09:00:00,2016-06-01 09:00:00,0.30000000000000004,ug.m-3,var,1,1,2017-07-20 11:51:00,,ad08d1da-324b-4e96-b5fd-8b7224573f53
ES/SP_13034002_30_I,20,2016-06-01 09:00:00,2016-06-09 09:00:00,0.27,ug.m-3,var,1,1,2017-07-20 11:51:00,,ad08d1da-324b-4e96-b5fd-8b7224573f53
ES/SP_13034002_30_I,20,2016-06-09 09:00:00,2016-06-15 09:00:00,0.14,ug.m-3,var,1,1,2017-07-20 11:51:00,,ad08d1da-324b-4e96-b5fd-8b7224573f53
ES/SP_13034002_30_I,20,2016-06-15 09:00:00,2016-06-23 09:00:00,0.19,ug.m-3,var,1,1,2017-07-20 11:51:00,,ad08d1da-324b-4e96-b5fd-8b7224573f53
ES/SP_13034002_30_I,20,2016-06-23 09:00:00,2016-07-01 09:00:00,0.22000000000000003,ug.m-3,var,1,1,2017-07-20 11:51:00,,ad08d1da-324b-4e96-b5fd-8b7224573f53
ES/SP_13034002_30_I,20,2016-07-01 09:00:00,2016-07-08 09:00:00,0.25,ug.m-3,var,1,1,2017-07-20 11:51:00,,ad08d1da-324b-4e96-b5fd-8b7224573f53
ES/SP_13034002_30_I,20,2016-07-08 09:00:00,2016-07-15 09:00:00,0.13,ug.m-3,var,1,1,2017-07-20 11:51:00,,ad08d1da-324b-4e96-b5fd-8b7224573f53
ES/SP_13034002_30_I,20,2016-07-15 09:00:00,2016-07-20 09:00:00,0.26,ug.m-3,var,1,1,2017-07-20 11:51:00,,ad08d1da-324b-4e96-b5fd-8b7224573f53
ES/SP_13034002_30_I,20,2016-07-20 09:00:00,2016-07-28 09:00:00,0.24000000000000002,ug.m-3,var,1,1,2017-07-20 11:51:00,,ad08d1da-324b-4e96-b5fd-8b7224573f53
ES/SP_13034002_30_I,20,2016-07-28 09:00:00,2016-08-05 09:00:00,0.21000000000000002,ug.m-3,var,1,1,2017-07-20 11:51:00,,ad08d1da-324b-4e96-b5fd-8b7224573f53
ES/SP_13034002_30_I,20,2016-08-05 09:00:00,2016-08-12 09:00:00,0.21000000000000002,ug.m-3,var,1,1,2017-07-20 11:51:00,,ad08d1da-324b-4e96-b5fd-8b7224573f53
ES/SP_13034002_30_I,20,2016-08-12 09:00:00,2016-08-17 09:00:00,0.2,ug.m-3,var,1,1,2017-07-20 11:51:00,,ad08d1da-324b-4e96-b5fd-8b7224573f53
ES/SP_13034002_30_I,20,2016-08-17 09:00:00,2016-08-24 09:00:00,0.16,ug.m-3,var,1,1,2017-07-20 11:51:00,,ad08d1da-324b-4e96-b5fd-8b7224573f53
ES/SP_13034002_30_I,20,2016-08-24 09:00:00,2016-09-01 09:00:00,0.27,ug.m-3,var,1,1,2017-07-20 11:51:00,,ad08d1da-324b-4e96-b5fd-8b7224573f53
ES/SP_13034002_30_I,20,2016-09-01 09:00:00,2016-09-08 09:00:00,0.45,ug.m-3,var,1,1,2017-07-20 11:51:00,,ad08d1da-324b-4e96-b5fd-8b7224573f53
ES/SP_13034002_30_I,20,2016-09-08 09:00:00,2016-09-15 09:00:00,0.35000000000000003,ug.m-3,var,1,1,2017-07-20 11:51:00,,ad08d1da-324b-4e96-b5fd-8b7224573f53
ES/SP_13034002_30_I,20,2016-09-15 09:00:00,2016-09-23 09:00:00,0.38,ug.m-3,var,1,1,2017-07-20 11:51:00,,ad08d1da-324b-4e96-b5fd-8b7224573f53
ES/SP_13034002_30_I,20,2016-09-23 09:00:00,2016-10-03 09:00:00,0.47000000000000003,ug.m-3,var,1,1,2017-07-20 11:51:00,,ad08d1da-324b-4e96-b5fd-8b7224573f53
ES/SP_13034002_30_I,20,2016-10-03 09:00:00,2016-10-10 09:00:00,0.5900000000000001,ug.m-3,var,1,1,2017-07-20 11:51:00,,ad08d1da-324b-4e96-b5fd-8b7224573f53
ES/SP_13034002_30_I,20,2016-10-10 09:00:00,2016-10-13 09:00:00,0.55,ug.m-3,var,1,1,2017-07-20 11:51:00,,ad08d1da-324b-4e96-b5fd-8b7224573f53
ES/SP_13034002_30_I,20,2016-10-13 09:00:00,2016-10-28 09:00:00,0.53,ug.m-3,var,1,1,2017-07-20 11:51:00,,ad08d1da-324b-4e96-b5fd-8b7224573f53
ES/SP_13034002_30_I,20,2016-10-28 09:00:00,2016-11-03 09:00:00,1.1,ug.m-3,var,1,1,2017-07-20 11:51:00,,ad08d1da-324b-4e96-b5fd-8b7224573f53
ES/SP_13034002_30_I,20,2016-11-28 09:00:00,2016-12-05 09:00:00,0.75,ug.m-3,var,1,1,2017-07-20 11:51:00,,ad08d1da-324b-4e96-b5fd-8b7224573f53
ES/SP_13034002_30_I,20,2016-12-05 09:00:00,2016-12-12 09:00:00,0.29000000000000004,ug.m-3,var,1,1,2017-07-20 11:51:00,,ad08d1da-324b-4e96-b5fd-8b7224573f53
ES/SP_13034002_30_I,20,2016-12-12 09:00:00,2016-12-19 09:00:00,0.8800000000000001,ug.m-3,var,1,1,2017-07-20 11:51:00,,ad08d1da-324b-4e96-b5fd-8b7224573f53
ES/SP_13034002_30_I,20,2016-12-19 09:00:00,2016-12-27 09:00:00,2.5,ug.m-3,var,1,1,2017-07-20 11:51:00,,ad08d1da-324b-4e96-b5fd-8b7224573f53
ES/SP_13034002_30_I,20,2017-01-02 09:00:00,2017-01-09 09:00:00,1.8900000000000001,ug.m-3,var,1,1,2018-08-30 15:45:00,,79c4cfab-5ffc-472c-879b-1d3ac048e421
ES/SP_13034002_30_I,20,2017-01-09 09:00:00,2017-01-16 09:00:00,1.31,ug.m-3,var,1,1,2018-08-30 15:45:00,,79c4cfab-5ffc-472c-879b-1d3ac048e421
ES/SP_13034002_30_I,20,2017-01-16 09:00:00,2017-01-23 09:00:00,1.4700000000000002,ug.m-3,var,1,1,2018-08-30 15:45:00,,79c4cfab-5ffc-472c-879b-1d3ac048e421
ES/SP_13034002_30_I,20,2017-01-23 09:00:00,2017-01-30 09:00:00,0.5800000000000001,ug.m-3,var,1,1,2018-08-30 15:45:00,,79c4cfab-5ffc-472c-879b-1d3ac048e421
ES/SP_13034002_30_I,20,2017-01-30 09:00:00,2017-02-06 09:00:00,0.39,ug.m-3,var,1,1,2018-08-30 15:45:00,,79c4cfab-5ffc-472c-879b-1d3ac048e421
ES/SP_13034002_30_I,20,2017-02-06 09:00:00,2017-02-13 09:00:00,0.49000000000000005,ug.m-3,var,1,1,2018-08-30 15:45:00,,79c4cfab-5ffc-472c-879b-1d3ac048e421
ES/SP_13034002_30_I,20,2017-02-13 09:00:00,2017-02-20 09:00:00,0.5,ug.m-3,var,1,1,2018-08-30 15:45:00,,79c4cfab-5ffc-472c-879b-1d3ac048e421
ES/SP_13034002_30_I,20,2017-02-20 09:00:00,2017-02-27 09:00:00,1.08,ug.m-3,var,1,1,2018-08-30 15:45:00,,79c4cfab-5ffc-472c-879b-1d3ac048e421
ES/SP_13034002_30_I,20,2017-02-27 09:00:00,2017-03-06 09:00:00,1.01,ug.m-3,var,1,1,2018-08-30 15:45:00,,79c4cfab-5ffc-472c-879b-1d3ac048e421
ES/SP_13034002_30_I,20,2017-03-06 09:00:00,2017-03-13 09:00:00,1.05,ug.m-3,var,1,1,2018-08-30 15:45:00,,79c4cfab-5ffc-472c-879b-1d3ac048e421
ES/SP_13034002_30_I,20,2017-03-13 09:00:00,2017-03-20 09:00:00,1.06,ug.m-3,var,1,1,2018-08-30 15:45:00,,79c4cfab-5ffc-472c-879b-1d3ac048e421
ES/SP_13034002_30_I,20,2017-03-20 09:00:00,2017-03-27 09:00:00,0.76,ug.m-3,var,1,1,2018-08-30 15:45:00,,79c4cfab-5ffc-472c-879b-1d3ac048e421
ES/SP_13034002_30_I,20,2017-03-27 09:00:00,2017-04-03 09:00:00,0.7200000000000001,ug.m-3,var,1,1,2018-08-30 15:45:00,,79c4cfab-5ffc-472c-879b-1d3ac048e421
ES/SP_13034002_30_I,20,2017-04-03 09:00:00,2017-04-10 09:00:00,0.56,ug.m-3,var,1,1,2018-08-30 15:45:00,,79c4cfab-5ffc-472c-879b-1d3ac048e421
ES/SP_13034002_30_I,20,2017-04-10 09:00:00,2017-04-17 09:00:00,0.47000000000000003,ug.m-3,var,1,1,2018-08-30 15:45:00,,79c4cfab-5ffc-472c-879b-1d3ac048e421
ES/SP_13034002_30_I,20,2017-04-17 09:00:00,2017-04-24 09:00:00,0.54,ug.m-3,var,1,1,2018-08-30 15:45:00,,79c4cfab-5ffc-472c-879b-1d3ac048e421
ES/SP_13034002_30_I,20,2017-04-24 09:00:00,2017-05-03 09:00:00,0.42000000000000004,ug.m-3,var,1,1,2018-08-30 15:45:00,,79c4cfab-5ffc-472c-879b-1d3ac048e421
ES/SP_13034002_30_I,20,2017-05-03 09:00:00,2017-05-08 09:00:00,0.44000000000000006,ug.m-3,var,1,1,2018-08-30 15:45:00,,79c4cfab-5ffc-472c-879b-1d3ac048e421
ES/SP_13034002_30_I,20,2017-05-08 09:00:00,2017-05-15 09:00:00,0.51,ug.m-3,var,1,1,2018-08-30 15:45:00,,79c4cfab-5ffc-472c-879b-1d3ac048e421
ES/SP_13034002_30_I,20,2017-05-15 09:00:00,2017-05-22 09:00:00,0.29000000000000004,ug.m-3,var,1,1,2018-08-30 15:45:00,,79c4cfab-5ffc-472c-879b-1d3ac048e421
ES/SP_13034002_30_I,20,2017-05-22 09:00:00,2017-05-29 09:00:00,0.29000000000000004,ug.m-3,var,1,1,2018-08-30 15:45:00,,79c4cfab-5ffc-472c-879b-1d3ac048e421
ES/SP_13034002_30_I,20,2017-05-29 09:00:00,2017-06-06 09:00:00,0.25,ug.m-3,var,1,1,2018-08-30 15:45:00,,79c4cfab-5ffc-472c-879b-1d3ac048e421
ES/SP_13034002_30_I,20,2017-06-06 09:00:00,2017-06-12 09:00:00,0.28,ug.m-3,var,1,1,2018-08-30 15:45:00,,79c4cfab-5ffc-472c-879b-1d3ac048e421
ES/SP_13034002_30_I,20,2017-06-12 09:00:00,2017-06-19 09:00:00,0.29000000000000004,ug.m-3,var,1,1,2018-08-30 15:45:00,,79c4cfab-5ffc-472c-879b-1d3ac048e421
ES/SP_13034002_30_I,20,2017-06-19 09:00:00,2017-06-26 09:00:00,0.22000000000000003,ug.m-3,var,1,1,2018-08-30 15:45:00,,79c4cfab-5ffc-472c-879b-1d3ac048e421
ES/SP_13034002_30_I,20,2017-06-26 09:00:00,2017-07-03 09:00:00,0.15000000000000002,ug.m-3,var,1,1,2018-08-30 15:45:00,,79c4cfab-5ffc-472c-879b-1d3ac048e421
ES/SP_13034002_30_I,20,2017-07-03 09:00:00,2017-07-10 09:00:00,0.25,ug.m-3,var,1,1,2018-08-30 15:45:00,,79c4cfab-5ffc-472c-879b-1d3ac048e421
ES/SP_13034002_30_I,20,2017-07-10 09:00:00,2017-07-17 09:00:00,0.42000000000000004,ug.m-3,var,1,1,2018-08-30 15:45:00,,79c4cfab-5ffc-472c-879b-1d3ac048e421
